IGS14     130000000W 52000000W 52 42000000N 78000000N 36   Mainland Canada      
 19  2    43.000000   257.000000   -5.31    1.22  -14.82    0.82   -1.78    1.32
 19  3    44.000000   257.000000   -5.36    1.79  -14.94    1.53   -2.10    2.02
 19  4    45.000000   257.000000   -5.40    1.96  -15.21    1.71   -2.24    2.22
 19  5    46.000000   257.000000   -5.34    1.74  -15.66    1.45   -2.16    1.96
 19  6    47.000000   257.000000   -5.29    1.35  -16.17    0.76   -1.91    1.46
 19  7    48.000000   257.000000   -5.65    1.59  -16.17    1.38   -2.47    1.81
 19  8    49.000000   257.000000   -6.01    1.18  -16.44    1.01   -2.75    1.35
 19  9    50.000000   257.000000   -6.46    0.68  -16.55    0.49   -2.41    0.75
 19 10    51.000000   257.000000   -7.01    0.79  -16.36    0.60   -1.18    0.89
 19 11    52.000000   257.000000   -7.08    1.05  -16.61    0.99   -0.14    1.21
 19 12    53.000000   257.000000   -7.02    0.80  -16.85    0.61    1.07    0.90
 19 13    54.000000   257.000000   -7.23    1.12  -17.32    1.10    1.47    1.30
 19 14    55.000000   257.000000   -7.31    0.93  -17.65    0.91    2.60    1.09
 19 15    56.000000   257.000000   -7.12    1.25  -17.69    1.23    4.84    1.46
 19 16    57.000000   257.000000   -6.98    1.19  -17.68    1.15    6.92    1.39
 19 17    58.000000   257.000000   -7.02    0.84  -17.72    0.73    8.45    0.99
 19 18    59.000000   257.000000   -7.05    1.55  -17.75    1.48    9.38    1.81
 19 19    60.000000   257.000000   -7.04    2.15  -17.80    2.11    9.97    2.52
 19 20    61.000000   257.000000   -7.01    2.52  -17.87    2.50   10.29    2.95
 19 21    62.000000   257.000000   -6.96    2.70  -17.97    2.69   10.43    3.16
 19 22    63.000000   257.000000   -6.91    2.76  -18.12    2.74   10.43    3.22
 19 23    64.000000   257.000000   -6.89    2.76  -18.31    2.74   10.32    3.22
 19 24    65.000000   257.000000   -6.90    2.77  -18.53    2.76   10.13    3.24
 19 25    66.000000   257.000000   -6.95    2.82  -18.79    2.81    9.87    3.30
 19 26    67.000000   257.000000   -7.02    2.88  -19.06    2.87    9.54    3.38
 19 27    68.000000   257.000000   -7.12    2.93  -19.34    2.92    9.13    3.43
 19 28    69.000000   257.000000   -7.23    2.92  -19.59    2.92    8.66    3.42
 19 29    70.000000   257.000000   -7.35    2.85  -19.78    2.85    8.13    3.33
 19 30    71.000000   257.000000   -7.46    2.72  -19.88    2.72    7.55    3.17
 19 31    72.000000   257.000000   -7.55    2.54  -19.85    2.55    6.94    2.96
 19 32    73.000000   257.000000   -7.63    2.35  -19.67    2.36    6.33    2.74
 19 33    74.000000   257.000000   -7.69    2.24  -19.31    2.23    5.74    2.61
 19 34    75.000000   257.000000   -7.74    2.27  -18.75    2.23    5.20    2.65
 19 35    76.000000   257.000000   -7.79    2.47  -18.00    2.35    4.74    2.87
 19 36    77.000000   257.000000   -7.81    2.75  -17.04    2.53    4.40    3.20
 19 37    78.000000   257.000000   -7.83    3.01  -15.91    2.64    4.22    3.51
 20  1    42.000000   258.500000   -4.66    2.82  -15.37    2.37   -1.08    3.18
 20  2    43.000000   258.500000   -4.70    1.93  -15.24    1.25   -1.23    2.12
 20  3    44.000000   258.500000   -4.94    2.07  -15.03    1.79   -1.56    2.34
 20  4    45.000000   258.500000   -5.01    2.10  -15.21    1.87   -1.86    2.39
 20  5    46.000000   258.500000   -4.92    1.83  -15.78    1.50   -2.07    2.05
 20  6    47.000000   258.500000   -4.88    1.50  -16.33    0.99   -2.28    1.63
 20  7    48.000000   258.500000   -5.15    1.58  -16.28    1.15   -2.42    1.78
 20  8    49.000000   258.500000   -5.55    1.42  -16.45    1.17   -2.21    1.62
 20  9    50.000000   258.500000   -6.01    1.23  -16.69    1.17   -1.41    1.42
 20 10    51.000000   258.500000   -6.40    0.97  -16.78    0.86   -0.24    1.12
 20 11    52.000000   258.500000   -6.46    0.54  -17.00    0.29    0.53    0.59
 20 12    53.000000   258.500000   -6.50    0.93  -17.08    0.84    1.96    1.07
 20 13    54.000000   258.500000   -6.81    1.00  -17.50    0.99    2.39    1.17
 20 14    55.000000   258.500000   -6.93    0.57  -17.84    0.56    3.25    0.68
 20 15    56.000000   258.500000   -6.55    1.10  -17.82    1.07    5.53    1.29
 20 16    57.000000   258.500000   -6.20    0.64  -17.75    0.47    7.57    0.75
 20 17    58.000000   258.500000   -6.28    1.31  -17.81    1.26    8.85    1.53
 20 18    59.000000   258.500000   -6.35    1.79  -17.85    1.75    9.71    2.09
 20 19    60.000000   258.500000   -6.39    2.22  -17.89    2.19   10.26    2.59
 20 20    61.000000   258.500000   -6.38    2.49  -17.97    2.47   10.57    2.91
 20 21    62.000000   258.500000   -6.34    2.59  -18.08    2.58   10.70    3.02
 20 22    63.000000   258.500000   -6.30    2.56  -18.23    2.56   10.69    3.00
 20 23    64.000000   258.500000   -6.29    2.52  -18.43    2.51   10.59    2.94
 20 24    65.000000   258.500000   -6.31    2.53  -18.68    2.53   10.41    2.97
 20 25    66.000000   258.500000   -6.37    2.64  -18.96    2.64   10.17    3.09
 20 26    67.000000   258.500000   -6.47    2.78  -19.27    2.77    9.85    3.25
 20 27    68.000000   258.500000   -6.59    2.88  -19.57    2.88    9.45    3.37
 20 28    69.000000   258.500000   -6.72    2.90  -19.83    2.90    8.99    3.39
 20 29    70.000000   258.500000   -6.85    2.83  -20.04    2.84    8.45    3.31
 20 30    71.000000   258.500000   -6.96    2.67  -20.14    2.68    7.86    3.12
 20 31    72.000000   258.500000   -7.06    2.45  -20.13    2.46    7.23    2.85
 20 32    73.000000   258.500000   -7.15    2.20  -19.95    2.20    6.60    2.56
 20 33    74.000000   258.500000   -7.21    2.01  -19.60    2.01    5.99    2.34
 20 34    75.000000   258.500000   -7.27    2.01  -19.05    1.97    5.41    2.34
 20 35    76.000000   258.500000   -7.32    2.22  -18.29    2.12    4.91    2.59
 20 36    77.000000   258.500000   -7.35    2.54  -17.33    2.34    4.54    2.96
 20 37    78.000000   258.500000   -7.36    2.82  -16.18    2.49    4.35    3.29
 21  1    42.000000   260.000000   -4.27    3.47  -15.68    3.02   -0.64    3.95
 21  2    43.000000   260.000000   -4.44    2.59  -15.33    2.13   -0.82    2.92
 21  3    44.000000   260.000000   -4.72    2.22  -14.92    1.87   -1.11    2.51
 21  4    45.000000   260.000000   -4.84    2.07  -14.88    1.74   -1.51    2.33
 21  5    46.000000   260.000000   -4.69    1.88  -15.48    1.50   -1.94    2.11
 21  6    47.000000   260.000000   -4.57    1.67  -16.23    1.16   -2.20    1.84
 21  7    48.000000   260.000000   -4.81    1.74  -16.47    1.48   -1.99    1.98
 21  8    49.000000   260.000000   -5.24    1.43  -16.66    1.29   -1.43    1.64
 21  9    50.000000   260.000000   -5.62    0.57  -16.86    0.27   -0.65    0.60
 21 10    51.000000   260.000000   -5.86    0.50  -16.99    0.22    0.09    0.54
 21 11    52.000000   260.000000   -5.85    1.03  -17.23    0.98    1.09    1.19
 21 12    53.000000   260.000000   -5.97    0.89  -17.40    0.73    2.63    1.01
 21 13    54.000000   260.000000   -6.25    1.03  -17.64    0.94    3.89    1.19
 21 14    55.000000   260.000000   -6.35    0.98  -17.88    0.84    5.08    1.13
 21 15    56.000000   260.000000   -6.04    1.11  -18.00    1.07    6.47    1.29
 21 16    57.000000   260.000000   -5.67    1.03  -17.93    0.96    8.09    1.21
 21 17    58.000000   260.000000   -5.65    1.55  -17.93    1.51    9.22    1.81
 21 18    59.000000   260.000000   -5.73    1.96  -17.94    1.94   10.00    2.29
 21 19    60.000000   260.000000   -5.79    2.25  -17.98    2.24   10.51    2.63
 21 20    61.000000   260.000000   -5.79    2.42  -18.05    2.41   10.79    2.82
 21 21    62.000000   260.000000   -5.75    2.41  -18.17    2.41   10.92    2.82
 21 22    63.000000   260.000000   -5.69    2.28  -18.33    2.27   10.92    2.66
 21 23    64.000000   260.000000   -5.68    2.14  -18.55    2.14   10.82    2.51
 21 24    65.000000   260.000000   -5.71    2.18  -18.82    2.17   10.66    2.55
 21 25    66.000000   260.000000   -5.80    2.39  -19.13    2.38   10.44    2.79
 21 26    67.000000   260.000000   -5.92    2.63  -19.46    2.63   10.14    3.07
 21 27    68.000000   260.000000   -6.06    2.79  -19.78    2.80    9.75    3.27
 21 28    69.000000   260.000000   -6.20    2.85  -20.07    2.86    9.29    3.33
 21 29    70.000000   260.000000   -6.35    2.79  -20.29    2.79    8.74    3.26
 21 30    71.000000   260.000000   -6.47    2.61  -20.41    2.62    8.14    3.05
 21 31    72.000000   260.000000   -6.58    2.33  -20.40    2.34    7.49    2.73
 21 32    73.000000   260.000000   -6.66    2.01  -20.24    2.02    6.83    2.34
 21 33    74.000000   260.000000   -6.73    1.73  -19.89    1.74    6.19    2.02
 21 34    75.000000   260.000000   -6.79    1.69  -19.35    1.66    5.58    1.97
 21 35    76.000000   260.000000   -6.85    1.95  -18.58    1.86    5.04    2.27
 21 36    77.000000   260.000000   -6.88    2.32  -17.61    2.14    4.64    2.71
 21 37    78.000000   260.000000   -6.90    2.65  -16.44    2.34    4.43    3.09
 22  1    42.000000   261.500000   -3.83    3.63  -15.97    3.20   -0.63    4.14
 22  2    43.000000   261.500000   -4.04    2.63  -15.60    2.16   -0.72    2.97
 22  3    44.000000   261.500000   -4.44    2.03  -14.97    1.59   -0.92    2.27
 22  4    45.000000   261.500000   -4.78    1.68  -14.30    0.94   -1.30    1.83
 22  5    46.000000   261.500000   -4.34    1.91  -15.26    1.58   -1.81    2.15
 22  6    47.000000   261.500000   -4.10    1.95  -16.13    1.73   -1.92    2.22
 22  7    48.000000   261.500000   -4.34    1.85  -16.65    1.70   -1.48    2.13
 22  8    49.000000   261.500000   -4.95    1.47  -16.93    1.34   -0.64    1.69
 22  9    50.000000   261.500000   -5.44    1.02  -17.08    0.93    0.22    1.17
 22 10    51.000000   261.500000   -5.34    0.99  -17.23    0.91    0.63    1.14
 22 11    52.000000   261.500000   -5.30    0.78  -17.46    0.59    1.60    0.88
 22 12    53.000000   261.500000   -5.47    1.01  -17.66    0.86    3.42    1.15
 22 13    54.000000   261.500000   -5.70    1.03  -17.85    0.92    5.05    1.19
 22 14    55.000000   261.500000   -5.82    0.64  -18.28    0.42    6.10    0.74
 22 15    56.000000   261.500000   -5.51    0.66  -18.23    0.47    7.31    0.76
 22 16    57.000000   261.500000   -5.16    1.31  -18.14    1.27    8.56    1.53
 22 17    58.000000   261.500000   -5.12    1.67  -18.08    1.65    9.54    1.95
 22 18    59.000000   261.500000   -5.20    1.97  -18.05    1.96   10.24    2.30
 22 19    60.000000   261.500000   -5.26    2.19  -18.07    2.18   10.71    2.56
 22 20    61.000000   261.500000   -5.24    2.29  -18.14    2.29   10.99    2.67
 22 21    62.000000   261.500000   -5.18    2.20  -18.26    2.20   11.11    2.57
 22 22    63.000000   261.500000   -5.11    1.92  -18.43    1.92   11.11    2.24
 22 23    64.000000   261.500000   -5.08    1.62  -18.66    1.62   11.02    1.90
 22 24    65.000000   261.500000   -5.13    1.71  -18.95    1.70   10.88    2.00
 22 25    66.000000   261.500000   -5.24    2.09  -19.29    2.09   10.68    2.45
 22 26    67.000000   261.500000   -5.38    2.46  -19.65    2.46   10.40    2.88
 22 27    68.000000   261.500000   -5.54    2.70  -19.99    2.70   10.03    3.16
 22 28    69.000000   261.500000   -5.70    2.79  -20.30    2.79    9.57    3.26
 22 29    70.000000   261.500000   -5.85    2.73  -20.53    2.74    9.02    3.19
 22 30    71.000000   261.500000   -5.98    2.54  -20.66    2.54    8.39    2.96
 22 31    72.000000   261.500000   -6.09    2.22  -20.67    2.23    7.72    2.59
 22 32    73.000000   261.500000   -6.18    1.81  -20.52    1.82    7.03    2.11
 22 33    74.000000   261.500000   -6.25    1.42  -20.19    1.42    6.36    1.65
 22 34    75.000000   261.500000   -6.31    1.32  -19.64    1.30    5.71    1.55
 22 35    76.000000   261.500000   -6.37    1.67  -18.88    1.60    5.13    1.95
 22 36    77.000000   261.500000   -6.41    2.13  -17.90    1.96    4.69    2.48
 22 37    78.000000   261.500000   -6.43    2.49  -16.71    2.20    4.46    2.90
 23  1    42.000000   263.000000   -3.10    3.38  -16.11    2.97   -1.37    3.86
 23  2    43.000000   263.000000   -3.33    2.24  -15.99    1.65   -1.22    2.50
 23  3    44.000000   263.000000   -3.75    1.52  -15.77    0.88   -1.14    1.65
 23  4    45.000000   263.000000   -4.07    1.55  -15.04    1.17   -1.63    1.72
 23  5    46.000000   263.000000   -3.61    1.75  -15.63    1.56   -2.00    2.00
 23  6    47.000000   263.000000   -3.24    1.78  -16.38    1.69   -1.88    2.07
 23  7    48.000000   263.000000   -3.52    1.75  -16.87    1.66   -1.19    2.03
 23  8    49.000000   263.000000   -4.34    1.39  -17.17    1.26   -0.08    1.61
 23  9    50.000000   263.000000   -4.99    0.59  -17.28    0.43    0.99    0.66
 23 10    51.000000   263.000000   -4.98    1.17  -17.51    1.05    1.57    1.36
 23 11    52.000000   263.000000   -4.99    1.41  -17.74    1.35    2.64    1.63
 23 12    53.000000   263.000000   -5.04    1.48  -17.91    1.44    4.15    1.72
 23 13    54.000000   263.000000   -5.11    1.37  -18.12    1.33    5.64    1.59
 23 14    55.000000   263.000000   -5.03    1.15  -18.40    1.09    6.81    1.33
 23 15    56.000000   263.000000   -4.71    0.86  -18.37    0.78    8.04    1.00
 23 16    57.000000   263.000000   -4.53    1.19  -18.33    1.14    9.01    1.39
 23 17    58.000000   263.000000   -4.62    1.56  -18.22    1.54    9.84    1.82
 23 18    59.000000   263.000000   -4.75    1.77  -18.15    1.76   10.46    2.07
 23 19    60.000000   263.000000   -4.79    1.99  -18.16    1.99   10.90    2.33
 23 20    61.000000   263.000000   -4.73    2.12  -18.24    2.12   11.16    2.48
 23 21    62.000000   263.000000   -4.64    2.01  -18.37    2.01   11.27    2.34
 23 22    63.000000   263.000000   -4.54    1.59  -18.55    1.59   11.27    1.86
 23 23    64.000000   263.000000   -4.50    0.95  -18.77    0.95   11.19    1.11
 23 24    65.000000   263.000000   -4.56    1.19  -19.09    1.18   11.08    1.40
 23 25    66.000000   263.000000   -4.69    1.85  -19.46    1.85   10.91    2.17
 23 26    67.000000   263.000000   -4.86    2.33  -19.84    2.34   10.66    2.73
 23 27    68.000000   263.000000   -5.04    2.62  -20.20    2.62   10.30    3.07
 23 28    69.000000   263.000000   -5.20    2.73  -20.52    2.73    9.83    3.19
 23 29    70.000000   263.000000   -5.37    2.67  -20.76    2.68    9.26    3.13
 23 30    71.000000   263.000000   -5.50    2.47  -20.91    2.47    8.62    2.88
 23 31    72.000000   263.000000   -5.61    2.12  -20.93    2.12    7.91    2.47
 23 32    73.000000   263.000000   -5.70    1.63  -20.80    1.64    7.18    1.91
 23 33    74.000000   263.000000   -5.77    1.09  -20.48    1.09    6.47    1.27
 23 34    75.000000   263.000000   -5.83    0.90  -19.94    0.89    5.78    1.06
 23 35    76.000000   263.000000   -5.90    1.42  -19.17    1.36    5.16    1.66
 23 36    77.000000   263.000000   -5.94    1.97  -18.18    1.82    4.69    2.30
 23 37    78.000000   263.000000   -5.96    2.37  -16.98    2.10    4.44    2.76
 24  1    42.000000   264.500000   -2.19    3.00  -15.79    2.78   -3.08    3.48
 24  2    43.000000   264.500000   -2.40    1.87  -15.75    1.58   -2.61    2.14
 24  3    44.000000   264.500000   -2.83    1.21  -15.93    0.76   -2.29    1.34
 24  4    45.000000   264.500000   -3.26    1.15  -16.08    0.62   -2.44    1.24
 24  5    46.000000   264.500000   -2.85    1.41  -16.08    1.33   -2.33    1.64
 24  6    47.000000   264.500000   -2.10    0.97  -16.81    0.92   -2.04    1.16
 24  7    48.000000   264.500000   -2.60    1.49  -17.00    1.46   -1.08    1.74
 24  8    49.000000   264.500000   -3.26    1.26  -17.21    1.20    0.09    1.45
 24  9    50.000000   264.500000   -4.20    0.46  -17.68    0.44    1.34    0.56
 24 10    51.000000   264.500000   -4.57    1.07  -17.93    1.04    2.35    1.25
 24 11    52.000000   264.500000   -4.57    1.53  -18.01    1.49    3.50    1.77
 24 12    53.000000   264.500000   -4.57    1.59  -18.10    1.55    4.90    1.85
 24 13    54.000000   264.500000   -4.52    1.25  -18.22    1.19    6.31    1.45
 24 14    55.000000   264.500000   -4.31    1.08  -18.38    1.02    7.53    1.25
 24 15    56.000000   264.500000   -3.95    0.78  -18.51    0.68    8.57    0.91
 24 16    57.000000   264.500000   -3.93    0.98  -18.46    0.89    9.44    1.15
 24 17    58.000000   264.500000   -4.19    1.26  -18.32    1.24   10.14    1.47
 24 18    59.000000   264.500000   -4.36    1.28  -18.24    1.28   10.67    1.50
 24 19    60.000000   264.500000   -4.35    1.68  -18.27    1.68   11.07    1.97
 24 20    61.000000   264.500000   -4.24    1.97  -18.36    1.97   11.31    2.30
 24 21    62.000000   264.500000   -4.12    1.92  -18.51    1.93   11.43    2.25
 24 22    63.000000   264.500000   -4.01    1.51  -18.69    1.51   11.44    1.76
 24 23    64.000000   264.500000   -3.96    0.68  -18.92    0.69   11.37    0.81
 24 24    65.000000   264.500000   -4.03    1.05  -19.25    1.04   11.28    1.23
 24 25    66.000000   264.500000   -4.18    1.79  -19.63    1.79   11.13    2.10
 24 26    67.000000   264.500000   -4.36    2.29  -20.02    2.29   10.89    2.68
 24 27    68.000000   264.500000   -4.54    2.57  -20.40    2.58   10.54    3.02
 24 28    69.000000   264.500000   -4.72    2.68  -20.73    2.68   10.07    3.14
 24 29    70.000000   264.500000   -4.89    2.62  -20.99    2.62    9.49    3.07
 24 30    71.000000   264.500000   -5.03    2.41  -21.15    2.41    8.81    2.82
 24 31    72.000000   264.500000   -5.14    2.05  -21.19    2.04    8.06    2.39
 24 32    73.000000   264.500000   -5.23    1.52  -21.07    1.52    7.29    1.78
 24 33    74.000000   264.500000   -5.30    0.82  -20.76    0.83    6.54    0.97
 24 34    75.000000   264.500000   -5.36    0.48  -20.23    0.46    5.80    0.57
 24 35    76.000000   264.500000   -5.42    1.27  -19.46    1.21    5.13    1.49
 24 36    77.000000   264.500000   -5.46    1.88  -18.46    1.75    4.63    2.20
 24 37    78.000000   264.500000   -5.49    2.30  -17.25    2.05    4.37    2.68
 25  1    42.000000   266.000000   -1.47    2.63  -15.37    2.59   -5.04    3.09
 25  2    43.000000   266.000000   -1.50    1.23  -15.25    1.19   -4.50    1.47
 25  3    44.000000   266.000000   -1.89    0.83  -15.62    0.75   -3.08    0.99
 25  4    45.000000   266.000000   -2.65    1.19  -16.01    1.02   -2.97    1.40
 25  5    46.000000   266.000000   -2.89    1.05  -15.62    1.03   -2.08    1.26
 25  6    47.000000   266.000000   -2.02    0.90  -16.58    0.86   -1.69    1.06
 25  7    48.000000   266.000000   -2.15    1.43  -17.05    1.40   -0.84    1.67
 25  8    49.000000   266.000000   -2.52    1.21  -17.15    1.13    0.28    1.39
 25  9    50.000000   266.000000   -3.02    0.87  -17.44    0.76    1.54    0.99
 25 10    51.000000   266.000000   -3.73    0.47  -18.02    0.30    2.85    0.51
 25 11    52.000000   266.000000   -3.99    1.45  -18.16    1.41    4.24    1.68
 25 12    53.000000   266.000000   -4.02    1.55  -18.21    1.51    5.66    1.80
 25 13    54.000000   266.000000   -3.94    1.06  -18.27    0.96    7.03    1.22
 25 14    55.000000   266.000000   -3.73    0.97  -18.38    0.86    8.21    1.11
 25 15    56.000000   266.000000   -3.51    1.37  -18.52    1.32    9.14    1.59
 25 16    57.000000   266.000000   -3.52    1.40  -18.51    1.36    9.90    1.63
 25 17    58.000000   266.000000   -3.77    1.08  -18.41    1.08   10.47    1.27
 25 18    59.000000   266.000000   -3.97    0.39  -18.33    0.38   10.91    0.48
 25 19    60.000000   266.000000   -3.86    1.53  -18.41    1.53   11.26    1.80
 25 20    61.000000   266.000000   -3.73    1.97  -18.52    1.97   11.47    2.30
 25 21    62.000000   266.000000   -3.60    2.02  -18.67    2.02   11.58    2.36
 25 22    63.000000   266.000000   -3.50    1.76  -18.86    1.77   11.59    2.06
 25 23    64.000000   266.000000   -3.48    1.41  -19.11    1.41   11.55    1.65
 25 24    65.000000   266.000000   -3.55    1.51  -19.44    1.50   11.47    1.77
 25 25    66.000000   266.000000   -3.70    1.95  -19.82    1.94   11.34    2.29
 25 26    67.000000   266.000000   -3.88    2.33  -20.21    2.32   11.12    2.74
 25 27    68.000000   266.000000   -4.07    2.56  -20.59    2.56   10.77    3.01
 25 28    69.000000   266.000000   -4.25    2.64  -20.93    2.63   10.30    3.10
 25 29    70.000000   266.000000   -4.42    2.57  -21.20    2.56    9.69    3.02
 25 30    71.000000   266.000000   -4.56    2.36  -21.38    2.36    8.97    2.78
 25 31    72.000000   266.000000   -4.67    2.01  -21.43    2.01    8.17    2.36
 25 32    73.000000   266.000000   -4.76    1.51  -21.32    1.51    7.34    1.77
 25 33    74.000000   266.000000   -4.83    0.85  -21.03    0.85    6.54    1.00
 25 34    75.000000   266.000000   -4.88    0.55  -20.51    0.54    5.75    0.65
 25 35    76.000000   266.000000   -4.95    1.28  -19.74    1.23    5.04    1.49
 25 36    77.000000   266.000000   -4.99    1.87  -18.74    1.75    4.52    2.19
 25 37    78.000000   266.000000   -5.01    2.28  -17.51    2.05    4.24    2.67
 26  1    42.000000   267.500000   -1.11    2.39  -15.42    2.39   -5.34    2.82
 26  2    43.000000   267.500000   -1.31    1.27  -15.41    1.26   -5.41    1.52
 26  3    44.000000   267.500000   -1.10    0.82  -15.92    0.81   -3.55    0.97
 26  4    45.000000   267.500000   -1.79    1.01  -16.14    0.94   -2.24    1.21
 26  5    46.000000   267.500000   -2.59    1.00  -15.83    1.00   -1.44    1.19
 26  6    47.000000   267.500000   -2.30    0.72  -16.88    0.70   -1.05    0.85
 26  7    48.000000   267.500000   -2.20    1.36  -17.46    1.33   -0.43    1.59
 26  8    49.000000   267.500000   -2.35    1.18  -17.10    1.08    0.75    1.35
 26  9    50.000000   267.500000   -2.68    1.21  -17.35    1.15    2.08    1.40
 26 10    51.000000   267.500000   -3.09    1.17  -17.97    1.13    3.54    1.36
 26 11    52.000000   267.500000   -3.37    1.36  -18.21    1.30    5.09    1.57
 26 12    53.000000   267.500000   -3.43    1.48  -18.27    1.40    6.51    1.71
 26 13    54.000000   267.500000   -3.33    1.51  -18.36    1.44    7.79    1.75
 26 14    55.000000   267.500000   -3.16    1.62  -18.48    1.57    8.89    1.88
 26 15    56.000000   267.500000   -3.04    1.81  -18.58    1.78    9.74    2.11
 26 16    57.000000   267.500000   -3.06    1.81  -18.60    1.80   10.38    2.11
 26 17    58.000000   267.500000   -3.21    1.58  -18.56    1.57   10.86    1.85
 26 18    59.000000   267.500000   -3.31    1.43  -18.54    1.43   11.20    1.68
 26 19    60.000000   267.500000   -3.27    1.81  -18.59    1.80   11.46    2.11
 26 20    61.000000   267.500000   -3.16    2.17  -18.71    2.17   11.62    2.53
 26 21    62.000000   267.500000   -3.06    2.27  -18.86    2.27   11.71    2.65
 26 22    63.000000   267.500000   -2.99    2.15  -19.06    2.15   11.73    2.52
 26 23    64.000000   267.500000   -3.00    1.99  -19.32    1.99   11.71    2.33
 26 24    65.000000   267.500000   -3.08    2.00  -19.64    2.00   11.65    2.35
 26 25    66.000000   267.500000   -3.23    2.20  -20.01    2.19   11.53    2.59
 26 26    67.000000   267.500000   -3.41    2.42  -20.40    2.41   11.32    2.86
 26 27    68.000000   267.500000   -3.61    2.56  -20.78    2.55   10.99    3.03
 26 28    69.000000   267.500000   -3.79    2.60  -21.12    2.58   10.50    3.07
 26 29    70.000000   267.500000   -3.96    2.52  -21.41    2.50    9.87    2.97
 26 30    71.000000   267.500000   -4.10    2.32  -21.60    2.31    9.10    2.74
 26 31    72.000000   267.500000   -4.21    2.01  -21.66    2.00    8.24    2.37
 26 32    73.000000   267.500000   -4.29    1.59  -21.57    1.58    7.35    1.87
 26 33    74.000000   267.500000   -4.36    1.11  -21.29    1.11    6.47    1.31
 26 34    75.000000   267.500000   -4.41    0.96  -20.78    0.96    5.63    1.13
 26 35    76.000000   267.500000   -4.48    1.42  -20.02    1.38    4.90    1.66
 26 36    77.000000   267.500000   -4.51    1.94  -19.01    1.82    4.35    2.26
 26 37    78.000000   267.500000   -4.53    2.32  -17.77    2.09    4.07    2.71
 27  1    42.000000   269.000000   -0.29    1.37  -15.84    1.35   -3.04    1.61
 27  2    43.000000   269.000000   -1.57    0.71  -15.54    0.69   -3.33    0.85
 27  3    44.000000   269.000000   -1.32    0.90  -16.02    0.87   -1.91    1.07
 27  4    45.000000   269.000000   -1.26    1.31  -16.27    1.29   -1.09    1.55
 27  5    46.000000   269.000000   -1.88    1.31  -16.59    1.30   -1.01    1.54
 27  6    47.000000   269.000000   -2.25    0.98  -17.67    0.97   -0.76    1.15
 27  7    48.000000   269.000000   -2.34    0.79  -18.60    0.74    0.08    0.95
 27  8    49.000000   269.000000   -2.21    0.84  -17.29    0.64    1.82    0.93
 27  9    50.000000   269.000000   -2.35    1.02  -17.60    0.89    3.01    1.16
 27 10    51.000000   269.000000   -2.60    0.83  -18.25    0.64    4.58    0.94
 27 11    52.000000   269.000000   -2.75    0.80  -18.20    0.67    6.36    0.91
 27 12    53.000000   269.000000   -2.78    1.25  -18.32    1.07    7.51    1.42
 27 13    54.000000   269.000000   -2.68    1.76  -18.47    1.68    8.70    2.03
 27 14    55.000000   269.000000   -2.55    1.99  -18.60    1.94    9.65    2.31
 27 15    56.000000   269.000000   -2.47    2.12  -18.71    2.09   10.38    2.47
 27 16    57.000000   269.000000   -2.47    2.16  -18.75    2.14   10.90    2.52
 27 17    58.000000   269.000000   -2.55    2.10  -18.75    2.09   11.25    2.45
 27 18    59.000000   269.000000   -2.61    2.09  -18.76    2.09   11.49    2.45
 27 19    60.000000   269.000000   -2.60    2.27  -18.82    2.27   11.66    2.65
 27 20    61.000000   269.000000   -2.55    2.48  -18.92    2.48   11.76    2.90
 27 21    62.000000   269.000000   -2.49    2.57  -19.07    2.57   11.81    3.00
 27 22    63.000000   269.000000   -2.47    2.52  -19.27    2.52   11.83    2.95
 27 23    64.000000   269.000000   -2.51    2.43  -19.52    2.42   11.82    2.85
 27 24    65.000000   269.000000   -2.61    2.39  -19.83    2.38   11.78    2.81
 27 25    66.000000   269.000000   -2.77    2.44  -20.19    2.42   11.69    2.88
 27 26    67.000000   269.000000   -2.95    2.51  -20.57    2.49   11.50    2.98
 27 27    68.000000   269.000000   -3.15    2.55  -20.95    2.53   11.18    3.03
 27 28    69.000000   269.000000   -3.33    2.53  -21.30    2.51   10.69    3.01
 27 29    70.000000   269.000000   -3.51    2.44  -21.59    2.42   10.02    2.91
 27 30    71.000000   269.000000   -3.64    2.28  -21.80    2.26    9.20    2.71
 27 31    72.000000   269.000000   -3.75    2.03  -21.88    2.01    8.27    2.41
 27 32    73.000000   269.000000   -3.83    1.71  -21.80    1.70    7.30    2.02
 27 33    74.000000   269.000000   -3.89    1.40  -21.53    1.39    6.36    1.64
 27 34    75.000000   269.000000   -3.94    1.33  -21.03    1.32    5.47    1.56
 27 35    76.000000   269.000000   -4.00    1.63  -20.28    1.59    4.70    1.91
 27 36    77.000000   269.000000   -4.03    2.05  -19.28    1.94    4.14    2.40
 27 37    78.000000   269.000000   -4.05    2.40  -18.03    2.17    3.85    2.80
 28  1    42.000000   270.500000    0.47    1.28  -15.70    1.26   -1.61    1.51
 28  2    43.000000   270.500000   -0.71    1.14  -15.32    1.12   -2.24    1.34
 28  3    44.000000   270.500000   -1.07    1.38  -15.76    1.37   -1.65    1.62
 28  4    45.000000   270.500000   -1.01    1.45  -16.48    1.44   -0.95    1.70
 28  5    46.000000   270.500000   -1.33    1.05  -16.61    1.01   -0.74    1.28
 28  6    47.000000   270.500000   -2.39    0.91  -16.50    0.87   -0.31    1.08
