IGS14     130000000W 52000000W 52 42000000N 78000000N 36   Mainland Canada      
  9 34    75.000000   242.000000  -12.04    3.02  -15.94    2.83    1.74    3.46
  9 35    76.000000   242.000000  -11.97    3.52  -15.22    3.19    1.62    4.02
  9 36    77.000000   242.000000  -11.91    3.93  -14.38    3.43    1.54    4.50
  9 37    78.000000   242.000000  -11.88    4.22  -13.40    3.50    1.51    4.84
 10  1    42.000000   243.500000   -8.98    0.88  -17.27    0.87   -0.17    1.71
 10  2    43.000000   243.500000   -9.46    0.21  -15.82    0.20   -1.52    0.58
 10  3    44.000000   243.500000   -9.26    0.24  -15.57    0.22    0.15    0.72
 10  4    45.000000   243.500000   -9.49    0.25  -13.98    0.24   -0.85    0.50
 10  5    46.000000   243.500000   -9.88    0.27  -13.81    0.25   -0.69    0.65
 10  6    47.000000   243.500000   -9.85    0.41  -13.73    0.40   -1.07    0.74
 10  7    48.000000   243.500000  -10.63    0.57  -13.69    0.56   -0.37    1.02
 10  8    49.000000   243.500000  -10.31    0.76  -13.60    0.74    0.34    1.31
 10  9    50.000000   243.500000  -10.40    1.18  -13.58    1.07    1.67    1.38
 10 10    51.000000   243.500000  -10.67    0.97  -13.48    0.80    2.67    1.11
 10 11    52.000000   243.500000  -10.78    0.92  -13.81    0.78    2.28    1.06
 10 12    53.000000   243.500000  -11.04    0.92  -14.31    0.81    2.06    1.06
 10 13    54.000000   243.500000  -11.29    0.83  -14.84    0.69    2.83    0.97
 10 14    55.000000   243.500000  -11.28    0.98  -15.19    0.88    3.76    1.14
 10 15    56.000000   243.500000  -11.44    1.01  -15.19    0.97    4.45    1.19
 10 16    57.000000   243.500000  -11.65    1.11  -15.18    1.07    5.07    1.31
 10 17    58.000000   243.500000  -11.70    0.84  -15.25    0.80    5.72    1.00
 10 18    59.000000   243.500000  -11.74    0.84  -15.49    0.77    6.08    1.00
 10 19    60.000000   243.500000  -11.80    1.48  -15.88    1.45    6.08    1.73
 10 20    61.000000   243.500000  -11.83    1.58  -16.26    1.57    5.98    1.85
 10 21    62.000000   243.500000  -11.83    1.41  -16.58    1.40    5.84    1.65
 10 22    63.000000   243.500000  -11.83    1.44  -16.69    1.43    5.74    1.69
 10 23    64.000000   243.500000  -11.87    1.74  -16.57    1.72    5.70    2.05
 10 24    65.000000   243.500000  -11.87    1.89  -16.42    1.85    5.64    2.26
 10 25    66.000000   243.500000  -11.86    1.76  -16.32    1.70    5.52    2.17
 10 26    67.000000   243.500000  -11.83    1.41  -16.34    1.30    5.33    1.83
 10 27    68.000000   243.500000  -11.81    1.09  -16.54    0.95    5.02    1.49
 10 28    69.000000   243.500000  -11.80    1.12  -16.95    1.06    4.58    1.42
 10 29    70.000000   243.500000  -11.81    0.92  -17.37    0.91    4.09    1.10
 10 30    71.000000   243.500000  -11.80    0.79  -17.61    0.78    3.59    0.92
 10 31    72.000000   243.500000  -11.80    1.40  -17.54    1.39    3.10    1.63
 10 32    73.000000   243.500000  -11.77    1.99  -17.26    1.95    2.68    2.30
 10 33    74.000000   243.500000  -11.73    2.52  -16.82    2.43    2.37    2.90
 10 34    75.000000   243.500000  -11.68    3.02  -16.22    2.83    2.13    3.46
 10 35    76.000000   243.500000  -11.63    3.47  -15.49    3.16    1.97    3.98
 10 36    77.000000   243.500000  -11.58    3.85  -14.62    3.38    1.86    4.42
 10 37    78.000000   243.500000  -11.55    4.13  -13.63    3.44    1.81    4.74
 11  1    42.000000   245.000000   -9.53    0.36  -16.36    0.35   -0.43    1.08
 11  2    43.000000   245.000000   -9.34    0.20  -16.24    0.19   -1.49    0.51
 11  3    44.000000   245.000000   -9.90    0.23  -16.25    0.22   -0.24    0.51
 11  4    45.000000   245.000000   -9.69    0.75  -13.68    0.74    0.20    1.19
 11  5    46.000000   245.000000   -9.45    0.54  -13.61    0.51   -0.63    1.28
 11  6    47.000000   245.000000   -8.77    0.49  -13.98    0.48   -0.56    1.06
 11  7    48.000000   245.000000   -9.69    0.68  -13.84    0.63   -0.87    1.13
 11  8    49.000000   245.000000  -10.29    1.14  -13.68    1.07   -0.30    1.40
 11  9    50.000000   245.000000  -10.23    1.06  -13.93    0.92    0.09    1.22
 11 10    51.000000   245.000000  -10.32    0.52  -14.17    0.38    1.01    0.59
 11 11    52.000000   245.000000  -10.73    1.09  -14.14    1.02    1.45    1.27
 11 12    53.000000   245.000000  -10.70    0.95  -14.59    0.85    1.58    1.11
 11 13    54.000000   245.000000  -10.63    0.85  -14.93    0.68    2.30    0.99
 11 14    55.000000   245.000000  -10.73    0.93  -15.10    0.83    3.02    1.09
 11 15    56.000000   245.000000  -10.87    0.90  -15.17    0.74    3.91    1.06
 11 16    57.000000   245.000000  -11.11    1.31  -15.32    1.28    5.01    1.54
 11 17    58.000000   245.000000  -11.24    1.17  -15.47    1.14    5.96    1.38
 11 18    59.000000   245.000000  -11.30    1.17  -15.74    1.13    6.52    1.39
 11 19    60.000000   245.000000  -11.34    1.50  -16.12    1.48    6.68    1.76
 11 20    61.000000   245.000000  -11.35    1.42  -16.52    1.42    6.65    1.67
 11 21    62.000000   245.000000  -11.31    0.80  -16.93    0.80    6.51    0.94
 11 22    63.000000   245.000000  -11.28    0.83  -17.10    0.82    6.40    0.98
 11 23    64.000000   245.000000  -11.32    1.51  -16.93    1.49    6.36    1.79
 11 24    65.000000   245.000000  -11.33    1.76  -16.78    1.73    6.28    2.13
 11 25    66.000000   245.000000  -11.32    1.66  -16.68    1.58    6.15    2.07
 11 26    67.000000   245.000000  -11.31    1.22  -16.67    1.07    5.94    1.68
 11 27    68.000000   245.000000  -11.29    0.75  -16.81    0.44    5.64    1.25
 11 28    69.000000   245.000000  -11.31    1.17  -17.24    1.09    5.17    1.50
 11 29    70.000000   245.000000  -11.34    1.23  -17.63    1.21    4.65    1.47
 11 30    71.000000   245.000000  -11.35    1.29  -17.84    1.28    4.13    1.50
 11 31    72.000000   245.000000  -11.36    1.66  -17.80    1.65    3.62    1.92
 11 32    73.000000   245.000000  -11.35    2.13  -17.54    2.09    3.17    2.46
 11 33    74.000000   245.000000  -11.33    2.58  -17.10    2.49    2.81    2.97
 11 34    75.000000   245.000000  -11.29    3.02  -16.50    2.85    2.53    3.47
 11 35    76.000000   245.000000  -11.26    3.42  -15.76    3.14    2.32    3.94
 11 36    77.000000   245.000000  -11.22    3.78  -14.88    3.33    2.19    4.35
 11 37    78.000000   245.000000  -11.20    4.04  -13.86    3.39    2.13    4.65
 12  1    42.000000   246.500000   -9.33    0.43  -17.26    0.43    0.37    1.14
 12  2    43.000000   246.500000   -9.58    0.20  -16.47    0.20    0.04    0.34
 12  3    44.000000   246.500000   -8.99    0.16  -15.75    0.16    0.26    0.33
 12  4    45.000000   246.500000   -9.55    0.30  -14.21    0.29   -1.45    0.67
 12  5    46.000000   246.500000   -9.36    0.50  -15.31    0.49   -0.91    1.03
 12  6    47.000000   246.500000   -9.36    0.92  -14.61    0.76   -0.60    1.10
 12  7    48.000000   246.500000   -9.64    0.43  -14.95    0.38   -0.60    0.87
 12  8    49.000000   246.500000  -10.40    0.92  -13.46    0.87   -1.19    1.28
 12  9    50.000000   246.500000  -10.04    1.03  -14.41    0.93   -1.79    1.19
 12 10    51.000000   246.500000   -9.86    0.54  -14.44    0.39   -0.62    0.61
 12 11    52.000000   246.500000  -10.63    1.00  -14.50    0.87    0.37    1.15
 12 12    53.000000   246.500000  -10.72    0.72  -15.08    0.53    0.96    0.83
 12 13    54.000000   246.500000  -10.39    0.63  -15.29    0.42    1.96    0.73
 12 14    55.000000   246.500000  -10.29    1.11  -15.32    1.06    2.63    1.30
 12 15    56.000000   246.500000  -10.42    1.10  -15.46    1.04    3.62    1.29
 12 16    57.000000   246.500000  -10.65    1.41  -15.63    1.37    4.90    1.65
 12 17    58.000000   246.500000  -10.83    1.57  -15.81    1.55    6.04    1.84
 12 18    59.000000   246.500000  -10.90    1.66  -16.06    1.64    6.79    1.95
 12 19    60.000000   246.500000  -10.92    1.74  -16.38    1.72    7.16    2.04
 12 20    61.000000   246.500000  -10.90    1.55  -16.71    1.54    7.25    1.82
 12 21    62.000000   246.500000  -10.89    1.01  -16.93    0.99    7.22    1.19
 12 22    63.000000   246.500000  -10.84    1.02  -17.13    1.00    7.12    1.20
 12 23    64.000000   246.500000  -10.81    1.57  -17.15    1.55    7.02    1.86
 12 24    65.000000   246.500000  -10.80    1.83  -17.07    1.79    6.91    2.20
 12 25    66.000000   246.500000  -10.79    1.76  -17.01    1.69    6.74    2.18
 12 26    67.000000   246.500000  -10.79    1.46  -17.03    1.34    6.51    1.91
 12 27    68.000000   246.500000  -10.79    1.26  -17.20    1.12    6.17    1.70
 12 28    69.000000   246.500000  -10.81    1.46  -17.54    1.39    5.71    1.82
 12 29    70.000000   246.500000  -10.85    1.59  -17.88    1.56    5.18    1.89
 12 30    71.000000   246.500000  -10.88    1.69  -18.07    1.68    4.64    1.97
 12 31    72.000000   246.500000  -10.91    1.93  -18.04    1.92    4.12    2.24
 12 32    73.000000   246.500000  -10.91    2.27  -17.80    2.24    3.64    2.62
 12 33    74.000000   246.500000  -10.91    2.64  -17.37    2.56    3.25    3.05
 12 34    75.000000   246.500000  -10.89    3.01  -16.78    2.86    2.92    3.47
 12 35    76.000000   246.500000  -10.87    3.38  -16.03    3.11    2.68    3.89
 12 36    77.000000   246.500000  -10.84    3.70  -15.14    3.28    2.52    4.27
 12 37    78.000000   246.500000  -10.83    3.95  -14.11    3.33    2.44    4.56
 13  1    42.000000   248.000000   -9.13    0.32  -15.84    0.31   -0.00    0.94
 13  2    43.000000   248.000000   -9.67    0.23  -16.73    0.22   -0.62    0.51
 13  3    44.000000   248.000000  -10.42    0.19  -16.26    0.18   -1.71    0.40
 13  4    45.000000   248.000000   -8.62    0.21  -15.01    0.20    0.36    0.42
 13  5    46.000000   248.000000   -9.63    0.33  -14.25    0.33   -0.64    0.59
 13  6    47.000000   248.000000   -8.92    1.15  -14.79    1.12   -0.66    1.51
 13  7    48.000000   248.000000   -8.85    0.77  -14.35    0.70   -0.59    1.45
 13  8    49.000000   248.000000   -9.67    1.09  -14.38    0.95   -1.87    1.28
 13  9    50.000000   248.000000   -9.97    0.91  -14.77    0.77   -2.76    1.04
 13 10    51.000000   248.000000  -10.01    0.80  -15.06    0.56   -1.84    0.89
 13 11    52.000000   248.000000  -10.07    0.96  -15.20    0.84   -0.51    1.10
 13 12    53.000000   248.000000  -10.37    0.96  -15.39    0.83    0.54    1.11
 13 13    54.000000   248.000000  -10.16    0.85  -15.47    0.69    1.47    0.98
 13 14    55.000000   248.000000   -9.91    1.03  -15.55    0.95    2.35    1.20
 13 15    56.000000   248.000000  -10.06    0.44  -15.88    0.24    3.47    0.52
 13 16    57.000000   248.000000  -10.31    1.40  -16.02    1.36    4.97    1.63
 13 17    58.000000   248.000000  -10.47    1.73  -16.19    1.70    6.22    2.02
 13 18    59.000000   248.000000  -10.51    1.93  -16.40    1.91    7.08    2.26
 13 19    60.000000   248.000000  -10.49    2.00  -16.64    1.98    7.58    2.34
 13 20    61.000000   248.000000  -10.45    1.88  -16.88    1.86    7.79    2.20
 13 21    62.000000   248.000000  -10.41    1.65  -17.08    1.62    7.83    1.93
 13 22    63.000000   248.000000  -10.35    1.65  -17.24    1.62    7.77    1.93
 13 23    64.000000   248.000000  -10.31    1.89  -17.32    1.87    7.65    2.23
 13 24    65.000000   248.000000  -10.28    2.05  -17.32    2.02    7.50    2.45
 13 25    66.000000   248.000000  -10.26    2.02  -17.33    1.96    7.30    2.46
 13 26    67.000000   248.000000  -10.27    1.85  -17.40    1.77    7.03    2.31
 13 27    68.000000   248.000000  -10.28    1.76  -17.58    1.68    6.67    2.20
 13 28    69.000000   248.000000  -10.32    1.83  -17.86    1.78    6.21    2.23
 13 29    70.000000   248.000000  -10.37    1.93  -18.15    1.91    5.68    2.28
 13 30    71.000000   248.000000  -10.41    2.01  -18.31    2.01    5.13    2.35
 13 31    72.000000   248.000000  -10.44    2.17  -18.28    2.16    4.59    2.51
 13 32    73.000000   248.000000  -10.47    2.40  -18.06    2.37    4.10    2.78
 13 33    74.000000   248.000000  -10.48    2.68  -17.64    2.62    3.67    3.10
 13 34    75.000000   248.000000  -10.47    3.00  -17.05    2.86    3.31    3.46
 13 35    76.000000   248.000000  -10.46    3.32  -16.30    3.07    3.04    3.83
 13 36    77.000000   248.000000  -10.45    3.62  -15.40    3.23    2.85    4.18
 13 37    78.000000   248.000000  -10.44    3.86  -14.35    3.28    2.75    4.46
 14  1    42.000000   249.500000   -7.36    0.62  -15.02    0.62    0.93    1.51
 14  2    43.000000   249.500000   -8.40    0.31  -14.29    0.30   -0.97    0.66
 14  3    44.000000   249.500000   -9.01    0.18  -16.32    0.18   -0.45    0.34
 14  4    45.000000   249.500000   -7.43    0.15  -13.76    0.15    0.26    0.28
 14  5    46.000000   249.500000   -7.40    0.51  -14.29    0.50   -1.40    0.86
 14  6    47.000000   249.500000   -8.32    1.27  -14.65    1.15   -0.78    1.56
 14  7    48.000000   249.500000   -8.71    1.36  -14.88    1.18   -0.95    1.63
 14  8    49.000000   249.500000   -9.09    1.28  -14.98    1.09   -1.92    1.47
 14  9    50.000000   249.500000   -9.30    1.10  -15.09    1.00   -3.05    1.26
 14 10    51.000000   249.500000   -9.54    1.18  -15.28    1.12   -2.23    1.36
 14 11    52.000000   249.500000   -9.62    0.83  -15.53    0.66   -0.81    0.95
 14 12    53.000000   249.500000   -9.81    0.90  -15.66    0.67    0.39    1.03
 14 13    54.000000   249.500000   -9.69    0.94  -15.64    0.82    1.26    1.10
 14 14    55.000000   249.500000   -9.58    0.96  -15.77    0.76    2.30    1.11
 14 15    56.000000   249.500000   -9.81    1.16  -16.15    1.11    3.74    1.36
 14 16    57.000000   249.500000  -10.05    1.26  -16.40    1.21    5.26    1.48
 14 17    58.000000   249.500000  -10.14    1.68  -16.57    1.63    6.53    1.96
 14 18    59.000000   249.500000  -10.11    2.03  -16.72    2.00    7.42    2.38
 14 19    60.000000   249.500000  -10.04    2.20  -16.90    2.17    8.00    2.57
 14 20    61.000000   249.500000   -9.97    2.20  -17.07    2.18    8.29    2.57
 14 21    62.000000   249.500000   -9.90    2.14  -17.24    2.11    8.38    2.50
 14 22    63.000000   249.500000   -9.83    2.16  -17.38    2.13    8.35    2.52
 14 23    64.000000   249.500000   -9.78    2.26  -17.49    2.24    8.23    2.66
 14 24    65.000000   249.500000   -9.75    2.34  -17.56    2.31    8.06    2.78
 14 25    66.000000   249.500000   -9.73    2.32  -17.62    2.27    7.83    2.78
 14 26    67.000000   249.500000   -9.74    2.22  -17.74    2.17    7.53    2.70
 14 27    68.000000   249.500000   -9.77    2.17  -17.93    2.11    7.14    2.62
 14 28    69.000000   249.500000   -9.81    2.18  -18.18    2.15    6.68    2.61
 14 29    70.000000   249.500000   -9.88    2.23  -18.42    2.21    6.15    2.63
 14 30    71.000000   249.500000   -9.93    2.27  -18.56    2.27    5.60    2.65
 14 31    72.000000   249.500000   -9.97    2.36  -18.53    2.35    5.05    2.74
 14 32    73.000000   249.500000  -10.01    2.50  -18.31    2.48    4.53    2.90
 14 33    74.000000   249.500000  -10.03    2.71  -17.91    2.65    4.08    3.13
 14 34    75.000000   249.500000  -10.04    2.96  -17.33    2.84    3.68    3.42
 14 35    76.000000   249.500000  -10.04    3.24  -16.58    3.02    3.38    3.75
 14 36    77.000000   249.500000  -10.04    3.53  -15.67    3.16    3.16    4.08
 14 37    78.000000   249.500000  -10.03    3.76  -14.60    3.21    3.06    4.35
 15  1    42.000000   251.000000   -6.93    1.75  -14.61    1.73    0.46    2.48
 15  2    43.000000   251.000000   -7.44    0.58  -14.38    0.57    0.16    1.06
 15  3    44.000000   251.000000   -7.01    0.60  -14.38    0.59   -0.41    0.99
 15  4    45.000000   251.000000   -7.75    0.40  -14.77    0.40   -2.62    0.62
 15  5    46.000000   251.000000   -7.96    0.61  -14.56    0.60   -1.21    0.99
 15  6    47.000000   251.000000   -8.06    1.44  -14.88    1.36   -1.16    1.75
 15  7    48.000000   251.000000   -8.48    1.55  -15.16    1.33   -1.45    1.79
 15  8    49.000000   251.000000   -8.79    1.36  -15.29    1.17   -2.38    1.55
 15  9    50.000000   251.000000   -8.83    0.75  -15.31    0.54   -3.40    0.83
 15 10    51.000000   251.000000   -9.12    0.91  -15.44    0.76   -2.28    1.04
 15 11    52.000000   251.000000   -9.33    0.88  -15.68    0.73   -0.93    1.00
 15 12    53.000000   251.000000   -9.53    0.84  -15.91    0.67    0.22    0.96
 15 13    54.000000   251.000000   -9.48    0.75  -16.00    0.56    1.19    0.87
 15 14    55.000000   251.000000   -9.38    1.23  -16.20    1.15    2.47    1.43
 15 15    56.000000   251.000000   -9.52    1.23  -16.50    1.18    4.07    1.45
 15 16    57.000000   251.000000   -9.80    0.60  -16.78    0.30    5.72    0.72
 15 17    58.000000   251.000000   -9.73    1.58  -16.90    1.52    6.90    1.85
 15 18    59.000000   251.000000   -9.64    2.04  -17.02    2.00    7.81    2.38
 15 19    60.000000   251.000000   -9.55    2.30  -17.14    2.27    8.42    2.69
 15 20    61.000000   251.000000   -9.45    2.42  -17.27    2.40    8.76    2.83
 15 21    62.000000   251.000000   -9.36    2.47  -17.41    2.45    8.88    2.89
 15 22    63.000000   251.000000   -9.29    2.52  -17.55    2.49    8.87    2.94
 15 23    64.000000   251.000000   -9.24    2.57  -17.67    2.55    8.75    3.02
 15 24    65.000000   251.000000   -9.20    2.60  -17.78    2.58    8.57    3.07
 15 25    66.000000   251.000000   -9.20    2.58  -17.90    2.55    8.31    3.07
 15 26    67.000000   251.000000   -9.21    2.53  -18.05    2.49    7.99    3.02
 15 27    68.000000   251.000000   -9.25    2.48  -18.26    2.44    7.59    2.96
 15 28    69.000000   251.000000   -9.31    2.47  -18.49    2.44    7.12    2.93
 15 29    70.000000   251.000000   -9.38    2.47  -18.70    2.46    6.60    2.90
 15 30    71.000000   251.000000   -9.44    2.47  -18.81    2.47    6.04    2.88
 15 31    72.000000   251.000000   -9.50    2.49  -18.78    2.49    5.48    2.90
 15 32    73.000000   251.000000   -9.54    2.56  -18.57    2.55    4.94    2.97
 15 33    74.000000   251.000000   -9.58    2.70  -18.18    2.65    4.46    3.13
 15 34    75.000000   251.000000   -9.59    2.90  -17.61    2.79    4.04    3.36
 15 35    76.000000   251.000000   -9.61    3.15  -16.86    2.95    3.70    3.65
 15 36    77.000000   251.000000   -9.61    3.41  -15.94    3.08    3.46    3.95
 15 37    78.000000   251.000000   -9.61    3.64  -14.86    3.13    3.34    4.22
 16  1    42.000000   252.500000   -6.67    2.26  -14.70    2.15   -0.06    2.75
 16  2    43.000000   252.500000   -6.81    1.16  -14.33    1.08   -0.01    1.64
 16  3    44.000000   252.500000   -6.63    1.16  -14.50    1.05   -1.00    1.62
 16  4    45.000000   252.500000   -7.29    1.43  -14.68    1.37   -1.85    1.73
 16  5    46.000000   252.500000   -7.71    1.14  -15.01    0.79   -2.05    1.27
 16  6    47.000000   252.500000   -7.79    1.61  -15.06    1.41   -1.83    1.85
 16  7    48.000000   252.500000   -8.10    1.70  -15.18    1.51   -2.21    1.95
 16  8    49.000000   252.500000   -8.52    1.44  -15.26    1.35   -2.97    1.66
 16  9    50.000000   252.500000   -8.82    0.74  -15.42    0.47   -3.23    0.82
 16 10    51.000000   252.500000   -8.72    0.94  -15.78    0.82   -2.54    1.08
 16 11    52.000000   252.500000   -8.59    0.98  -16.24    0.93   -1.60    1.14
 16 12    53.000000   252.500000   -8.93    0.90  -16.34    0.72   -0.44    1.04
 16 13    54.000000   252.500000   -8.97    0.99  -16.43    0.88    0.87    1.15
 16 14    55.000000   252.500000   -8.91    1.25  -16.64    1.18    2.54    1.45
 16 15    56.000000   252.500000   -9.00    1.33  -16.87    1.28    4.31    1.55
 16 16    57.000000   252.500000   -9.15    1.30  -17.07    1.24    5.95    1.53
 16 17    58.000000   252.500000   -9.17    1.58  -17.19    1.52    7.26    1.85
 16 18    59.000000   252.500000   -9.09    1.97  -17.27    1.92    8.21    2.30
 16 19    60.000000   252.500000   -8.99    2.31  -17.35    2.27    8.84    2.70
 16 20    61.000000   252.500000   -8.89    2.54  -17.46    2.51    9.19    2.97
 16 21    62.000000   252.500000   -8.80    2.67  -17.58    2.65    9.34    3.12
 16 22    63.000000   252.500000   -8.72    2.74  -17.71    2.72    9.33    3.20
 16 23    64.000000   252.500000   -8.68    2.78  -17.84    2.76    9.22    3.26
 16 24    65.000000   252.500000   -8.65    2.79  -17.99    2.77    9.02    3.29
 16 25    66.000000   252.500000   -8.65    2.78  -18.15    2.75    8.76    3.28
 16 26    67.000000   252.500000   -8.68    2.74  -18.34    2.72    8.42    3.25
 16 27    68.000000   252.500000   -8.73    2.71  -18.56    2.68    8.02    3.21
 16 28    69.000000   252.500000   -8.79    2.68  -18.78    2.66    7.54    3.16
 16 29    70.000000   252.500000   -8.88    2.65  -18.97    2.64    7.02    3.11
 16 30    71.000000   252.500000   -8.95    2.61  -19.08    2.61    6.45    3.05
 16 31    72.000000   252.500000   -9.02    2.58  -19.04    2.58    5.88    3.00
 16 32    73.000000   252.500000   -9.07    2.58  -18.84    2.57    5.33    3.00
 16 33    74.000000   252.500000   -9.11    2.65  -18.46    2.62    4.83    3.08
 16 34    75.000000   252.500000   -9.14    2.80  -17.89    2.71    4.37    3.25
 16 35    76.000000   252.500000   -9.17    3.02  -17.14    2.85    4.01    3.51
 16 36    77.000000   252.500000   -9.17    3.28  -16.21    2.98    3.74    3.81
 16 37    78.000000   252.500000   -9.18    3.51  -15.12    3.03    3.61    4.07
 17  1    42.000000   254.000000   -6.25    2.10  -15.02    1.76   -1.49    2.38
 17  2    43.000000   254.000000   -6.19    1.33  -15.00    0.94   -1.48    1.48
 17  3    44.000000   254.000000   -6.36    1.67  -14.74    1.51   -1.75    1.97
 17  4    45.000000   254.000000   -6.64    1.77  -14.85    1.59   -2.17    2.05
 17  5    46.000000   254.000000   -6.91    1.70  -15.00    1.48   -2.30    1.94
 17  6    47.000000   254.000000   -7.10    1.70  -15.08    1.42   -2.31    1.93
 17  7    48.000000   254.000000   -7.45    1.69  -15.26    1.50   -2.64    1.93
 17  8    49.000000   254.000000   -8.03    1.20  -15.29    1.06   -3.35    1.36
 17  9    50.000000   254.000000   -8.39    0.82  -15.34    0.66   -3.66    0.91
 17 10    51.000000   254.000000   -8.15    0.87  -15.91    0.67   -2.89    0.99
 17 11    52.000000   254.000000   -7.72    0.63  -16.69    0.60   -2.15    0.77
 17 12    53.000000   254.000000   -8.09    0.50  -16.72    0.36   -1.26    0.57
 17 13    54.000000   254.000000   -8.26    1.07  -16.82    1.02    0.57    1.24
 17 14    55.000000   254.000000   -8.21    0.83  -17.05    0.70    2.63    0.96
 17 15    56.000000   254.000000   -8.32    1.26  -17.22    1.20    4.48    1.47
 17 16    57.000000   254.000000   -8.44    1.43  -17.34    1.38    6.20    1.67
 17 17    58.000000   254.000000   -8.50    1.43  -17.42    1.37    7.62    1.68
 17 18    59.000000   254.000000   -8.45    1.78  -17.48    1.72    8.61    2.08
 17 19    60.000000   254.000000   -8.37    2.24  -17.54    2.20    9.25    2.62
 17 20    61.000000   254.000000   -8.28    2.57  -17.62    2.54    9.60    3.00
 17 21    62.000000   254.000000   -8.20    2.76  -17.73    2.74    9.75    3.22
 17 22    63.000000   254.000000   -8.13    2.85  -17.86    2.83    9.75    3.33
 17 23    64.000000   254.000000   -8.09    2.88  -18.01    2.87    9.64    3.38
 17 24    65.000000   254.000000   -8.08    2.89  -18.18    2.87    9.44    3.39
 17 25    66.000000   254.000000   -8.09    2.89  -18.38    2.87    9.17    3.40
 17 26    67.000000   254.000000   -8.13    2.87  -18.60    2.85    8.83    3.39
 17 27    68.000000   254.000000   -8.20    2.85  -18.84    2.84    8.42    3.36
 17 28    69.000000   254.000000   -8.27    2.82  -19.06    2.81    7.94    3.32
 17 29    70.000000   254.000000   -8.37    2.77  -19.25    2.76    7.41    3.24
 17 30    71.000000   254.000000   -8.45    2.69  -19.34    2.69    6.84    3.14
 17 31    72.000000   254.000000   -8.53    2.61  -19.31    2.61    6.26    3.04
 17 32    73.000000   254.000000   -8.59    2.55  -19.11    2.55    5.69    2.97
 17 33    74.000000   254.000000   -8.64    2.56  -18.74    2.54    5.16    2.98
 17 34    75.000000   254.000000   -8.68    2.67  -18.17    2.60    4.68    3.10
 17 35    76.000000   254.000000   -8.71    2.87  -17.42    2.72    4.28    3.34
 17 36    77.000000   254.000000   -8.73    3.12  -16.49    2.85    4.00    3.63
 17 37    78.000000   254.000000   -8.73    3.36  -15.38    2.92    3.84    3.90
 18  1    42.000000   255.500000   -5.90    1.82  -14.82    1.25   -2.38    2.00
 18  2    43.000000   255.500000   -5.83    1.49  -14.79    1.27   -2.12    1.68
 18  3    44.000000   255.500000   -5.87    1.61  -14.83    1.14   -2.38    1.79
 18  4    45.000000   255.500000   -6.00    1.82  -15.03    1.50   -2.45    2.06
 18  5    46.000000   255.500000   -6.10    1.57  -15.24    1.04   -2.50    1.72
 18  6    47.000000   255.500000   -6.15    1.48  -15.22    0.93   -2.28    1.62
 18  7    48.000000   255.500000   -6.51    1.63  -15.64    1.41   -2.61    1.85
 18  8    49.000000   255.500000   -6.90    1.37  -15.96    1.22   -2.97    1.58
 18  9    50.000000   255.500000   -7.17    0.73  -15.74    0.44   -3.44    0.80
 18 10    51.000000   255.500000   -7.56    0.97  -15.82    0.82   -3.00    1.11
 18 11    52.000000   255.500000   -7.67    0.69  -16.58    0.39   -1.61    0.76
 18 12    53.000000   255.500000   -7.56    1.16  -16.86    1.11   -0.41    1.34
 18 13    54.000000   255.500000   -7.66    1.21  -17.11    1.18    0.89    1.41
 18 14    55.000000   255.500000   -7.65    0.88  -17.38    0.78    2.65    1.02
 18 15    56.000000   255.500000   -7.68    1.25  -17.50    1.20    4.59    1.46
 18 16    57.000000   255.500000   -7.72    1.33  -17.55    1.29    6.49    1.55
 18 17    58.000000   255.500000   -7.78    0.81  -17.60    0.66    8.03    0.96
 18 18    59.000000   255.500000   -7.76    1.53  -17.64    1.45    9.01    1.79
 18 19    60.000000   255.500000   -7.71    2.16  -17.68    2.11    9.63    2.52
 18 20    61.000000   255.500000   -7.65    2.55  -17.76    2.52    9.97    2.98
 18 21    62.000000   255.500000   -7.58    2.76  -17.86    2.74   10.11    3.23
 18 22    63.000000   255.500000   -7.53    2.85  -18.00    2.83   10.11    3.33
 18 23    64.000000   255.500000   -7.50    2.88  -18.17    2.86   10.00    3.36
 18 24    65.000000   255.500000   -7.49    2.89  -18.37    2.87    9.80    3.38
 18 25    66.000000   255.500000   -7.52    2.90  -18.59    2.89    9.54    3.40
 18 26    67.000000   255.500000   -7.58    2.92  -18.84    2.90    9.20    3.43
 18 27    68.000000   255.500000   -7.66    2.92  -19.09    2.91    8.79    3.43
 18 28    69.000000   255.500000   -7.75    2.90  -19.33    2.89    8.31    3.40
 18 29    70.000000   255.500000   -7.86    2.83  -19.52    2.83    7.78    3.32
 18 30    71.000000   255.500000   -7.96    2.73  -19.61    2.73    7.21    3.18
 18 31    72.000000   255.500000   -8.04    2.59  -19.58    2.60    6.61    3.02
 18 32    73.000000   255.500000   -8.11    2.47  -19.39    2.48    6.02    2.88
 18 33    74.000000   255.500000   -8.17    2.43  -19.02    2.41    5.47    2.82
 18 34    75.000000   255.500000   -8.21    2.49  -18.46    2.43    4.96    2.90
 18 35    76.000000   255.500000   -8.25    2.69  -17.71    2.55    4.53    3.12
 18 36    77.000000   255.500000   -8.27    2.95  -16.76    2.70    4.22    3.43
 18 37    78.000000   255.500000   -8.28    3.19  -15.64    2.79    4.05    3.71
 19  1    42.000000   257.000000   -5.29    2.06  -14.90    1.76   -1.73    2.32
